ride_id,ride_datetime,pickup_location,drop_location,distance_km,ride_duration_min,base_fare,demand_level,weather,event_nearby,traffic_level,driver_id,rider_id,driver_rating,rider_rating,payment_method,ride_status,total_fare,is_fraudulent,predicted_demand_next_hour
499,2025-01-07 10:21:00,University,Mall,8.41,49.3,41.08,High,Foggy,No,Medium,1036,2276,4.01,4.07,Credit Card,Completed,106.61342529559732,0,350
500,2025-01-02 22:51:00,Station,IT Park,8.56,7.5,33.63,High,Rainy,Yes,Medium,1070,2328,4.28,3.28,Cash,Completed,122.5510305767852,0,737
501,2025-01-05 17:34:00,Airport,IT Park,3.01,49.4,69.01,Medium,Foggy,No,Low,1043,2329,3.59,3.05,Credit Card,Completed,89.93691367713947,0,438
502,2025-01-12 04:04:00,IT Park,Downtown,28.83,14.8,40.92,Medium,Clear,No,High,1016,2071,4.42,4.59,UPI,Completed,66.96268726468408,0,717
503,2025-01-06 18:31:00,IT Park,Station,14.87,33.3,88.42,Medium,Foggy,No,Medium,1059,2078,3.34,4.2,UPI,Completed,116.44714624134663,0,539
504,2025-01-06 07:49:00,University,Mall,26.98,49.5,55.08,Medium,Foggy,No,Medium,1053,2284,4.66,4.42,Wallet,Completed,77.25669126287498,0,279
505,2025-01-22 18:24:00,Downtown,University,10.34,19.0,93.9,Low,Foggy,No,Low,1019,2130,4.14,3.61,Wallet,Completed,113.84346255822234,0,721
506,2025-01-28 03:41:00,Downtown,Station,4.63,18.5,69.6,Medium,Foggy,No,Low,1098,2377,4.17,4.02,Cash,No-show,90.41607526146427,0,327
507,2025-01-19 23:09:00,IT Park,Mall,14.76,27.2,42.79,High,Hot,No,Medium,1089,2043,3.42,4.49,Wallet,No-show,94.4837732203375,0,732
508,2025-01-13 21:51:00,University,Mall,4.3,54.2,39.77,Medium,Foggy,No,Medium,1095,2008,3.15,3.93,Cash,Completed,66.11502881739362,0,718
509,2025-01-22 11:35:00,Station,Airport,15.09,5.0,70.35,Medium,Clear,No,Low,1041,2013,3.93,4.2,UPI,Completed,98.96009316527595,0,742
510,2025-01-26 19:30:00,Downtown,University,27.69,54.6,83.33,Medium,Clear,No,Low,1081,2213,4.23,4.58,UPI,Completed,130.64414878513853,0,122
511,2025-01-28 20:08:00,Station,Airport,16.1,13.5,84.71,Low,Foggy,No,Low,1047,2111,3.19,3.43,Credit Card,Cancelled,101.96039612453382,0,756
512,2025-01-06 21:17:00,Downtown,Downtown,18.88,59.5,49.3,Medium,Rainy,Yes,High,1094,2476,4.9,3.13,Cash,Completed,77.37041793733248,0,426
513,2025-01-03 11:18:00,Downtown,Airport,5.54,57.5,44.3,Medium,Hot,Yes,Medium,1054,2291,4.96,4.06,UPI,Completed,82.25385274744198,0,253
514,2025-01-08 00:42:00,Mall,Airport,2.27,32.2,31.17,Low,Foggy,No,High,1055,2023,4.09,3.12,UPI,Completed,40.005929808852116,0,718
515,2025-01-14 22:30:00,Downtown,Station,4.21,33.2,77.54,Low,Foggy,No,Low,1095,2302,4.9,4.53,Cash,Completed,92.39581669499401,0,245
516,2025-01-12 03:58:00,Airport,IT Park,18.36,31.5,35.36,High,Foggy,No,High,1019,2254,3.36,4.44,Credit Card,Completed,129.20165144731862,0,351
517,2025-01-08 12:59:00,University,Mall,3.76,39.9,59.45,Low,Rainy,No,Low,1062,2015,3.05,4.76,Credit Card,Cancelled,64.58253607830456,0,401
518,2025-01-10 01:35:00,University,University,11.9,10.0,72.12,Low,Rainy,Yes,Medium,1099,2130,3.08,4.28,Credit Card,Completed,85.54180348991838,0,169
519,2025-01-21 04:05:00,Station,Airport,16.95,6.8,95.6,High,Rainy,No,High,1093,2061,4.18,3.13,Credit Card,Completed,195.33495795624248,0,642
520,2025-01-14 22:00:00,Downtown,University,12.27,8.2,51.83,Medium,Hot,No,Medium,1059,2115,3.12,3.51,UPI,Completed,101.25753184536495,0,192
521,2025-01-25 08:14:00,Airport,IT Park,5.75,29.4,47.48,Medium,Clear,No,Medium,1065,2460,4.92,4.62,Cash,Cancelled,95.42886110240318,0,748
522,2025-01-03 05:41:00,Station,IT Park,8.94,20.2,75.79,High,Hot,No,Low,1068,2320,3.28,3.33,Cash,Completed,168.12220321663392,0,985
523,2025-01-24 08:59:00,Mall,Airport,27.92,39.2,73.35,Low,Rainy,No,Low,1028,2308,3.61,4.4,UPI,Completed,78.65653334685369,0,262
524,2025-01-07 05:28:00,Station,Downtown,20.6,59.6,53.25,Medium,Clear,No,Medium,1018,2420,4.65,4.56,UPI,Cancelled,83.35549990806129,0,180
525,2025-01-12 09:59:00,Station,Airport,15.39,26.2,94.97,Medium,Clear,No,Medium,1026,2451,3.44,3.66,UPI,Completed,118.09051755385306,0,927
526,2025-01-22 01:55:00,Downtown,Station,1.37,36.6,89.14,High,Rainy,No,Medium,1019,2325,3.49,3.64,Wallet,Completed,177.31756170296927,0,687
527,2025-01-25 12:55:00,Mall,Mall,29.78,27.9,45.68,Medium,Rainy,No,Medium,1055,2067,4.28,4.12,Cash,Completed,82.96759885265777,0,162
528,2025-01-02 05:18:00,Station,Downtown,20.47,51.6,46.74,Medium,Hot,Yes,Medium,1057,2249,3.55,4.72,Cash,Cancelled,95.30711856247231,0,711
529,2025-01-12 12:08:00,Airport,Airport,10.19,54.6,65.86,Medium,Rainy,Yes,Low,1006,2175,3.43,3.45,Cash,Cancelled,99.13712419985129,0,535
530,2025-01-17 07:02:00,Airport,University,26.5,53.3,84.15,Medium,Clear,Yes,Low,1001,2339,3.51,4.88,Credit Card,Completed,124.87422872918205,0,147
531,2025-01-08 17:31:00,University,Downtown,8.49,58.6,33.08,Medium,Foggy,No,High,1008,2002,3.98,4.2,UPI,Completed,70.32911882190166,0,544
532,2025-01-07 22:15:00,Mall,Downtown,16.78,6.5,78.53,Medium,Rainy,No,Low,1097,2172,4.93,4.98,UPI,Completed,103.83280687303147,0,173
533,2025-01-28 19:59:00,Mall,Airport,19.45,51.2,75.38,Medium,Rainy,No,Medium,1051,2485,4.66,3.18,UPI,Completed,113.1419292326475,0,925
534,2025-01-25 12:10:00,University,Downtown,7.41,46.3,46.2,Medium,Hot,No,Low,1085,2448,3.57,3.25,Wallet,Completed,82.4035012808846,0,803
535,2025-01-16 18:28:00,Station,University,29.37,17.6,77.69,Medium,Hot,No,Medium,1088,2465,3.73,4.65,Cash,Completed,112.50717981728067,0,641
536,2025-01-07 13:10:00,Mall,IT Park,22.7,57.6,95.81,Medium,Rainy,No,Medium,1025,2334,3.93,4.73,UPI,Completed,131.21268800945424,0,256
537,2025-01-04 14:58:00,Airport,Downtown,17.18,13.1,33.28,High,Clear,No,Low,1047,2284,4.96,3.89,Wallet,Completed,96.048281326015,0,586
538,2025-01-10 14:52:00,Airport,IT Park,6.24,42.4,52.38,Medium,Clear,No,Low,1055,2475,3.34,4.43,UPI,Completed,86.28433193692004,0,365
539,2025-01-12 07:45:00,Downtown,University,2.56,17.4,60.67,High,Foggy,No,Medium,1064,2054,3.71,4.74,Credit Card,Completed,116.29772536827579,0,355
540,2025-01-22 10:10:00,Mall,Airport,10.28,28.7,92.95,High,Rainy,No,Medium,1083,2458,4.46,3.09,Cash,Completed,176.93702789281855,0,138
541,2025-01-15 06:52:00,Station,Mall,22.84,44.6,97.36,Medium,Hot,No,Low,1093,2067,4.93,4.15,Wallet,No-show,132.0205858537844,0,154
542,2025-01-11 13:58:00,University,Downtown,8.81,36.0,61.09,Medium,Clear,No,Medium,1010,2420,3.31,4.71,UPI,Completed,83.41553129378957,0,127
543,2025-01-30 10:21:00,University,Mall,16.65,28.5,82.5,High,Foggy,No,Low,1056,2102,3.45,3.8,Cash,No-show,147.47063901233165,0,217
544,2025-01-23 01:28:00,Station,University,22.11,22.9,67.22,Medium,Rainy,No,High,1012,2120,3.45,3.6,Wallet,Completed,96.84918078326501,0,469
545,2025-01-11 21:35:00,IT Park,Downtown,4.13,51.2,67.64,High,Clear,No,Medium,1033,2191,3.04,4.59,Cash,Completed,130.6596506805511,0,308
546,2025-01-09 04:42:00,Downtown,IT Park,20.87,12.9,49.47,Medium,Rainy,Yes,Low,1071,2409,4.21,3.67,Cash,Completed,87.28812331575813,0,686
547,2025-01-18 02:13:00,University,Station,3.66,28.7,45.19,Medium,Rainy,No,Medium,1017,2470,4.34,3.01,Credit Card,Completed,91.09035313569181,1,676
548,2025-01-09 07:34:00,Mall,Mall,28.99,54.7,50.16,Low,Clear,No,Medium,1061,2304,4.21,4.92,Cash,Completed,51.269313945300986,0,948
549,2025-01-13 19:28:00,Downtown,Downtown,15.16,51.5,68.94,Medium,Clear,Yes,Low,1010,2423,3.14,4.18,Wallet,Completed,89.39264090632085,0,967
550,2025-01-15 23:42:00,Mall,Mall,5.37,27.1,32.04,High,Clear,No,Medium,1031,2047,3.14,4.64,Cash,Completed,109.40230210501437,0,711
551,2025-01-19 07:08:00,Airport,Downtown,10.93,47.0,93.51,Medium,Rainy,No,Low,1060,2222,3.42,4.65,Wallet,Completed,126.47308692234884,0,657
552,2025-01-14 11:46:00,Downtown,Airport,12.99,50.3,40.94,Medium,Rainy,No,Low,1070,2021,3.58,3.13,Cash,Completed,77.49703655485517,0,415
553,2025-01-15 04:39:00,University,IT Park,22.99,53.9,45.41,High,Foggy,No,Low,1017,2158,4.57,3.34,UPI,Completed,113.76312278554755,0,492
554,2025-01-09 09:56:00,Downtown,Mall,22.56,34.9,66.28,Medium,Hot,No,Medium,1050,2348,3.32,3.62,Credit Card,Completed,110.35081652947434,0,543
555,2025-01-12 17:52:00,Downtown,Station,18.75,16.2,79.71,Medium,Rainy,No,Low,1037,2159,3.09,3.64,UPI,Completed,102.71129853290033,0,767
556,2025-01-27 17:57:00,Downtown,Station,4.07,19.0,36.7,Medium,Hot,Yes,Medium,1082,2377,3.79,4.32,Credit Card,Completed,84.71986100030021,0,851
557,2025-01-16 15:22:00,IT Park,University,5.4,21.3,52.24,Medium,Clear,Yes,Medium,1062,2372,3.83,4.25,Wallet,No-show,75.55243184023334,0,964
558,2025-01-26 06:35:00,Downtown,Downtown,3.72,37.7,97.81,Low,Rainy,Yes,Medium,1090,2410,3.9,3.99,Credit Card,Completed,111.06166528747897,0,358
559,2025-01-12 07:06:00,Mall,Mall,17.74,6.8,48.36,Medium,Foggy,No,Medium,1080,2235,4.65,3.42,Cash,Completed,88.53218880786727,0,747
560,2025-01-24 01:27:00,Airport,University,26.44,40.0,51.91,Medium,Foggy,No,High,1072,2150,3.2,3.76,Cash,Completed,92.30632461669265,1,981
561,2025-01-20 23:03:00,Station,Mall,13.58,25.0,88.55,Medium,Hot,No,Medium,1088,2405,4.41,4.09,UPI,Completed,116.51053515026172,0,297
562,2025-01-03 01:06:00,Downtown,Downtown,5.66,21.2,33.52,Medium,Clear,No,Medium,1077,2257,3.68,3.94,Credit Card,Completed,63.43035275294976,0,798
563,2025-01-27 11:56:00,University,Station,17.18,53.4,62.52,Medium,Hot,No,Low,1029,2165,3.62,3.25,Wallet,Cancelled,98.98030625448192,0,727
564,2025-01-21 23:14:00,Downtown,Airport,24.54,30.3,56.57,Low,Clear,No,High,1032,2077,4.87,4.3,Wallet,Completed,71.42609374519694,0,544
565,2025-01-01 17:46:00,University,Station,22.51,10.2,52.16,Medium,Foggy,No,Low,1088,2085,3.5,3.15,Cash,Completed,72.76931403500053,0,669
566,2025-01-26 17:00:00,Mall,University,26.56,50.5,50.0,Low,Hot,No,Medium,1080,2046,4.29,3.76,Wallet,Completed,50.636110624676824,0,681
567,2025-01-14 06:02:00,University,IT Park,9.06,7.6,36.4,Medium,Foggy,No,Medium,1011,2393,3.55,4.42,Cash,Completed,70.35835716036021,0,704
568,2025-01-19 04:40:00,Station,Airport,6.62,45.0,52.04,High,Foggy,No,Low,1096,2401,4.01,3.04,Cash,Completed,114.3447068047722,1,840
569,2025-01-30 20:23:00,Airport,University,26.51,47.6,33.01,Medium,Clear,No,Low,1006,2047,4.57,4.14,Cash,Completed,57.4110172750098,0,748
570,2025-01-16 21:13:00,University,Downtown,20.07,24.4,84.67,Medium,Hot,No,Medium,1035,2213,4.76,3.67,UPI,Completed,129.89774683769554,0,716
571,2025-01-20 07:49:00,University,Airport,10.02,50.4,57.88,Low,Hot,Yes,Medium,1033,2479,4.68,3.02,UPI,Completed,60.07958471530834,0,404
572,2025-01-18 19:23:00,Airport,University,22.53,33.4,61.07,Low,Foggy,No,Medium,1018,2487,4.16,3.38,Cash,Completed,68.34318228663213,0,438
573,2025-01-12 03:44:00,Station,Downtown,24.64,30.5,92.55,Medium,Foggy,No,High,1037,2059,3.5,4.88,Cash,Completed,126.03563517787109,0,628
574,2025-01-06 16:31:00,Downtown,Station,18.83,7.5,76.06,Low,Clear,No,Low,1013,2054,4.32,4.04,Cash,Completed,79.92024267971786,0,153
575,2025-01-26 23:57:00,University,IT Park,20.95,21.0,30.56,Medium,Rainy,No,Low,1074,2342,4.42,4.99,Wallet,Completed,77.45744007891966,0,211
576,2025-01-05 06:07:00,Airport,Downtown,11.88,56.2,96.02,Low,Rainy,No,Medium,1090,2012,3.02,4.05,Cash,Completed,111.08594241098163,0,783
577,2025-01-23 14:38:00,Mall,Mall,16.62,26.6,46.6,High,Foggy,No,Medium,1081,2192,3.88,4.09,Cash,Completed,100.98033512252326,0,518
578,2025-01-26 19:02:00,Airport,Downtown,16.2,35.1,37.53,Medium,Rainy,No,Medium,1064,2006,4.69,3.78,Credit Card,Completed,70.9025486245836,0,404
579,2025-01-25 13:34:00,Mall,Downtown,25.59,34.3,83.77,Low,Rainy,No,Low,1001,2309,3.98,3.62,Credit Card,Completed,91.0743391026797,0,537
580,2025-01-12 18:27:00,Station,IT Park,25.36,37.5,65.03,High,Rainy,No,Medium,1063,2144,3.62,3.5,Credit Card,No-show,128.4673472644884,0,755
581,2025-01-27 16:38:00,Downtown,Mall,25.15,8.4,60.36,Medium,Rainy,No,Medium,1089,2346,4.74,3.69,Credit Card,Completed,88.6177359333295,0,184
582,2025-01-11 08:53:00,Airport,University,1.32,24.9,47.47,Low,Foggy,No,Medium,1034,2261,3.31,3.92,Cash,Completed,49.016293737653086,0,623
583,2025-01-26 02:17:00,IT Park,University,22.74,44.8,68.32,Medium,Rainy,No,Medium,1010,2073,3.41,3.38,Credit Card,Completed,106.53973776773176,0,351
584,2025-01-26 23:47:00,University,Downtown,23.0,16.0,49.21,Medium,Rainy,Yes,Medium,1084,2174,4.37,3.45,Wallet,Completed,69.21722009228706,0,827
585,2025-01-05 06:26:00,Station,Mall,20.67,16.2,93.11,Medium,Clear,No,Medium,1007,2232,3.7,3.54,Wallet,Cancelled,137.27421204039473,0,225
586,2025-01-05 08:53:00,Airport,Mall,22.93,5.6,45.06,Low,Foggy,No,Low,1056,2270,4.43,3.9,Credit Card,Completed,50.62654140997278,0,709
587,2025-01-01 03:32:00,University,IT Park,25.42,29.1,91.9,Medium,Hot,No,Low,1080,2428,3.32,4.31,UPI,Completed,121.50623952464872,0,504
588,2025-01-28 20:39:00,Airport,Station,14.64,53.6,69.16,Low,Hot,No,Medium,1037,2447,3.5,4.71,Wallet,Completed,87.19136171055577,0,403
589,2025-01-14 11:07:00,Mall,University,15.56,7.9,87.99,Low,Clear,No,Medium,1029,2362,3.31,3.57,Wallet,Completed,91.37075032725102,0,127
590,2025-01-11 13:06:00,Airport,IT Park,4.62,15.5,79.9,High,Clear,Yes,Medium,1012,2222,4.91,3.37,Credit Card,Completed,147.7182796660519,0,947
591,2025-01-19 20:38:00,IT Park,Airport,12.18,22.1,78.77,Medium,Foggy,Yes,Medium,1017,2052,3.81,3.76,Credit Card,Completed,117.62906639709107,0,365
592,2025-01-10 20:55:00,Airport,University,19.66,45.2,52.7,Medium,Hot,No,Medium,1048,2116,3.67,4.79,Cash,Completed,77.10342164907377,0,151
593,2025-01-26 16:20:00,Airport,IT Park,23.63,40.2,46.37,Medium,Rainy,No,High,1084,2026,3.03,3.02,Wallet,Completed,95.47493393572256,0,754
594,2025-01-04 03:49:00,IT Park,University,7.3,27.9,44.76,Low,Clear,No,Low,1026,2053,3.31,4.36,Credit Card,Completed,63.31267438962147,1,743
595,2025-01-02 05:07:00,Station,Station,5.0,46.7,90.0,High,Hot,No,Low,1083,2365,3.84,3.95,Credit Card,Completed,181.1794912085315,0,957
596,2025-01-19 13:37:00,Airport,Airport,20.23,38.5,87.43,Low,Foggy,No,Low,1012,2029,3.14,3.32,Cash,Completed,98.5238350569455,0,610
597,2025-01-15 22:56:00,IT Park,Station,1.05,54.3,60.84,Low,Rainy,No,Medium,1021,2019,4.02,3.64,Wallet,Completed,63.35677381027339,0,306
598,2025-01-20 15:46:00,University,Airport,6.17,50.0,39.27,Medium,Foggy,No,Medium,1042,2303,3.91,3.45,Credit Card,Completed,62.545669892105444,0,673
599,2025-01-18 13:40:00,Mall,Downtown,1.84,18.9,56.76,Medium,Clear,Yes,Low,1061,2392,4.53,4.76,Cash,Completed,82.10589280364378,0,974
600,2025-01-14 05:47:00,Mall,IT Park,5.84,19.9,73.35,Medium,Hot,No,Medium,1058,2279,4.32,3.96,Credit Card,Completed,94.58924425764394,0,610
601,2025-01-27 10:21:00,Airport,Airport,6.26,11.9,61.81,Low,Hot,No,Low,1054,2117,3.89,4.13,UPI,Completed,69.12057593814558,0,743
602,2025-01-03 21:05:00,Station,Station,12.24,23.5,84.61,Medium,Hot,Yes,Medium,1034,2106,3.45,4.19,UPI,Completed,121.16114257785705,0,652
603,2025-01-29 08:59:00,Station,University,12.67,60.0,99.83,Medium,Hot,No,Medium,1007,2419,4.45,4.28,Credit Card,Completed,129.33245945950637,0,300
604,2025-01-02 12:07:00,University,Airport,26.35,27.3,43.38,Low,Rainy,No,Medium,1035,2479,4.42,3.99,Wallet,Completed,53.148637209065555,0,710
605,2025-01-09 12:52:00,Airport,IT Park,15.79,17.1,62.18,High,Rainy,No,Low,1015,2309,3.31,3.04,UPI,Cancelled,118.58088543208328,0,922
606,2025-01-26 19:20:00,Mall,Airport,21.98,46.9,60.17,Low,Foggy,No,High,1065,2227,4.83,3.67,Cash,Completed,78.887519388122,0,383
607,2025-01-18 13:36:00,Station,Mall,4.02,34.8,51.31,Medium,Rainy,Yes,Medium,1090,2352,3.13,3.37,Credit Card,Completed,92.36845502941516,0,456
608,2025-01-01 09:09:00,Airport,University,7.54,13.2,43.87,Medium,Clear,No,Low,1099,2186,3.11,4.36,Cash,Cancelled,92.96811631341274,0,146
609,2025-01-15 07:31:00,Station,IT Park,21.39,25.9,34.6,Low,Clear,No,Low,1025,2261,3.37,3.11,UPI,Completed,51.47736601035195,0,236
610,2025-01-23 08:36:00,IT Park,IT Park,2.53,27.8,92.1,Medium,Hot,No,Medium,1059,2016,4.82,4.13,Wallet,Completed,124.28102619783107,0,229
611,2025-01-30 02:50:00,Station,Downtown,15.11,46.5,59.39,High,Clear,Yes,High,1079,2273,4.04,3.42,Cash,Completed,130.82239203893576,0,294
612,2025-01-14 13:27:00,Mall,Station,18.38,6.1,64.78,Low,Foggy,No,High,1086,2160,4.58,4.9,UPI,Completed,72.78761359727463,0,728
613,2025-01-11 07:48:00,Downtown,Downtown,18.46,19.8,94.19,High,Rainy,No,Medium,1006,2358,3.46,3.67,UPI,Completed,182.5011409002023,0,463
614,2025-01-06 21:24:00,University,IT Park,1.67,33.5,84.34,Medium,Rainy,No,High,1052,2250,3.98,3.65,UPI,Completed,114.65438710905269,0,531
615,2025-01-20 02:08:00,University,University,10.34,19.8,39.14,Low,Rainy,No,Low,1079,2224,3.72,4.85,Cash,Completed,43.65461536926116,0,168
616,2025-01-29 10:57:00,Mall,Airport,19.46,39.6,69.58,Medium,Clear,No,Low,1088,2256,4.66,3.83,UPI,Completed,90.0508480602734,0,557
617,2025-01-07 22:09:00,Station,Airport,5.32,31.5,60.96,Medium,Rainy,No,High,1021,2180,3.05,4.93,Credit Card,Completed,89.64142170817084,0,639
618,2025-01-12 17:47:00,Airport,University,21.17,24.9,85.8,Medium,Hot,No,Medium,1071,2020,3.49,3.05,UPI,Completed,125.04341488264129,0,434
619,2025-01-26 12:13:00,Station,IT Park,22.63,57.2,80.7,Medium,Hot,No,Medium,1093,2112,3.31,3.61,Credit Card,No-show,106.27856294002414,0,625
620,2025-01-27 21:57:00,Mall,Airport,29.48,39.8,78.33,High,Hot,No,Medium,1096,2120,4.72,4.33,Wallet,No-show,129.93322607420856,0,657
621,2025-01-25 01:46:00,University,Airport,7.09,12.1,53.84,High,Clear,Yes,High,1032,2194,3.94,4.78,Credit Card,Completed,106.11904935390913,0,115
622,2025-01-23 01:55:00,Station,Airport,24.93,35.8,86.35,Medium,Rainy,Yes,Medium,1053,2468,3.81,3.51,Wallet,Cancelled,119.0107069790906,0,555
623,2025-01-24 21:27:00,University,Station,16.09,47.9,33.67,Medium,Clear,No,High,1059,2111,3.9,4.86,Wallet,Completed,56.850815698661364,0,609
624,2025-01-03 22:08:00,Airport,Station,11.83,44.0,41.17,Medium,Rainy,No,Medium,1069,2210,4.94,4.19,Credit Card,Cancelled,89.31705966766899,0,308
625,2025-01-25 23:25:00,University,Mall,4.55,14.5,53.49,Medium,Foggy,No,Low,1062,2001,4.7,4.6,Wallet,Completed,74.81878161746279,0,257
626,2025-01-27 10:27:00,University,Downtown,22.33,58.5,35.38,Low,Foggy,No,High,1004,2058,4.41,3.79,Credit Card,Completed,43.735846653965126,0,436
627,2025-01-18 23:39:00,Downtown,University,7.84,29.7,46.45,Medium,Clear,No,Low,1086,2093,3.58,3.42,Cash,Completed,68.59268313273472,0,838
628,2025-01-14 20:48:00,Downtown,University,11.77,13.7,88.11,Medium,Hot,Yes,High,1018,2221,3.33,4.82,Wallet,Completed,122.12887409075238,0,340
629,2025-01-25 21:25:00,IT Park,University,2.81,14.9,96.38,Low,Clear,Yes,Medium,1099,2211,4.84,4.87,Credit Card,Completed,102.75754568412363,0,157
630,2025-01-11 11:46:00,Downtown,Mall,24.24,10.4,51.32,Low,Hot,Yes,Medium,1081,2428,3.85,4.0,Wallet,Cancelled,54.846617075360804,0,915
631,2025-01-16 03:19:00,University,Station,23.23,49.2,48.52,Medium,Rainy,No,Medium,1056,2232,3.56,3.01,UPI,Completed,72.29693929625176,0,404
632,2025-01-15 06:36:00,Mall,IT Park,22.27,11.7,49.59,Medium,Hot,No,Low,1024,2262,3.94,3.22,Credit Card,Completed,83.17359910086027,0,444
633,2025-01-04 14:44:00,University,IT Park,9.68,11.9,49.44,Medium,Hot,Yes,Low,1066,2364,4.84,4.15,UPI,Completed,84.90454728161876,0,741
634,2025-01-05 03:28:00,Mall,Mall,6.03,51.8,32.52,Medium,Rainy,No,High,1013,2103,3.77,3.05,Wallet,Completed,56.5215348062852,0,828
635,2025-01-08 08:13:00,Mall,IT Park,19.49,24.0,94.88,Medium,Foggy,No,High,1062,2050,4.13,3.79,Wallet,Completed,144.2618719079872,0,113
636,2025-01-12 11:09:00,Downtown,University,15.39,6.7,44.96,Medium,Rainy,No,Medium,1054,2374,4.61,3.61,Cash,Completed,72.69297660586669,0,458
637,2025-01-25 23:12:00,Station,Downtown,6.17,7.9,59.4,Low,Clear,No,High,1015,2110,3.85,4.43,Credit Card,Completed,78.41822976295664,0,476
638,2025-01-10 15:47:00,Airport,Airport,20.89,12.8,30.68,Low,Clear,No,High,1069,2456,3.47,3.11,UPI,Completed,34.822269470991735,0,342
639,2025-01-12 12:18:00,Downtown,Station,29.74,16.7,90.06,Medium,Clear,No,Medium,1003,2088,4.99,3.98,Cash,Completed,124.87767936348637,0,244
640,2025-01-10 19:06:00,Downtown,Station,22.67,41.6,81.18,Medium,Clear,No,Low,1037,2020,4.91,4.16,Wallet,Completed,123.86049747395546,0,990
641,2025-01-10 18:32:00,Station,Mall,22.46,13.7,96.27,Low,Clear,No,High,1037,2014,4.69,4.23,Wallet,Completed,106.23241032851725,0,514
642,2025-01-04 08:23:00,Airport,Station,28.56,11.5,84.71,Medium,Foggy,No,Medium,1003,2133,4.38,3.81,Cash,Completed,113.27946612154165,0,493
643,2025-01-15 14:15:00,University,University,6.89,47.1,51.96,Low,Foggy,No,High,1063,2425,3.59,3.61,UPI,Completed,71.2878013212968,1,937
644,2025-01-16 00:24:00,IT Park,IT Park,17.4,41.9,47.35,Medium,Hot,No,High,1035,2296,4.83,4.36,Wallet,Cancelled,90.1180321868116,0,714
645,2025-01-14 06:14:00,IT Park,University,29.41,28.9,78.84,Medium,Clear,No,High,1052,2034,3.55,4.7,Wallet,Completed,102.3871452717879,0,828
646,2025-01-19 21:34:00,University,Mall,5.79,35.2,55.49,Medium,Rainy,No,Medium,1087,2380,4.6,4.39,Credit Card,Completed,86.58899483217608,0,457
647,2025-01-22 05:48:00,Downtown,University,21.31,22.2,69.64,High,Clear,No,Low,1028,2208,4.84,4.86,Cash,Completed,137.30847297708755,0,675
648,2025-01-20 20:13:00,Airport,IT Park,17.99,31.5,30.44,Low,Foggy,No,Medium,1094,2301,4.21,4.43,Wallet,Completed,36.77582148989229,0,257
649,2025-01-07 04:36:00,Downtown,Downtown,18.01,32.9,34.33,High,Clear,No,Medium,1018,2199,4.61,4.53,UPI,Completed,96.12180259499355,0,773
650,2025-01-16 10:22:00,Mall,Mall,21.23,26.3,67.48,Medium,Foggy,No,Low,1036,2080,4.58,3.34,Credit Card,Completed,114.08317525627281,0,117
651,2025-01-29 14:41:00,Downtown,Downtown,27.96,54.9,69.63,Medium,Hot,No,Medium,1033,2071,3.39,3.84,Cash,Completed,111.58712597039096,0,827
652,2025-01-07 13:29:00,Downtown,Airport,23.69,5.9,82.6,Medium,Hot,No,Medium,1064,2155,4.34,3.97,UPI,Completed,119.42781738132783,0,930
653,2025-01-05 02:13:00,University,Downtown,2.63,48.0,39.24,Medium,Hot,No,High,1026,2078,3.19,3.51,Wallet,Completed,65.97275667486599,0,660
654,2025-01-24 08:44:00,University,Airport,25.73,11.8,65.92,Medium,Foggy,No,Low,1048,2078,4.02,4.06,Cash,Completed,101.22680481597584,0,667
655,2025-01-23 22:20:00,University,Airport,7.54,48.9,43.61,Medium,Clear,No,Medium,1040,2172,3.32,3.58,Cash,Completed,79.23499619342718,0,446
656,2025-01-18 12:16:00,IT Park,Downtown,11.93,38.9,36.52,Low,Clear,No,Low,1017,2289,3.83,4.38,UPI,Completed,41.05516493888824,0,157
657,2025-01-21 19:15:00,Mall,Mall,14.39,51.4,58.73,Low,Rainy,No,Low,1040,2033,4.67,3.94,Cash,No-show,59.43370685483237,1,254
658,2025-01-20 20:34:00,University,IT Park,14.95,10.4,41.43,Medium,Foggy,No,Low,1007,2300,4.97,3.92,UPI,Completed,90.6170591359012,0,666
659,2025-01-22 22:23:00,Airport,University,13.62,35.7,45.52,Medium,Rainy,No,Medium,1057,2276,3.64,4.97,Wallet,Completed,79.4831691180097,0,586
660,2025-01-28 14:37:00,IT Park,University,28.18,32.6,52.23,Medium,Hot,No,Low,1008,2367,4.06,3.78,Credit Card,Completed,100.0259532229731,0,952
661,2025-01-15 00:28:00,Station,IT Park,21.47,43.8,48.16,Low,Clear,No,Medium,1056,2420,4.02,3.72,UPI,Completed,60.09278399866908,0,630
662,2025-01-18 15:33:00,Airport,Airport,19.3,34.4,36.13,Medium,Foggy,Yes,Low,1031,2007,4.91,3.64,Credit Card,Cancelled,63.55675186905927,0,586
663,2025-01-12 11:12:00,Airport,Airport,2.45,34.7,36.29,High,Rainy,No,High,1059,2160,3.96,4.79,Cash,Completed,107.98783128449665,0,250
664,2025-01-13 21:47:00,University,Mall,27.21,28.6,43.53,High,Rainy,No,High,1058,2240,4.4,3.99,UPI,Completed,97.67587603563973,0,458
665,2025-01-17 11:39:00,Station,Station,27.37,22.0,33.54,Medium,Rainy,No,High,1012,2451,4.84,4.2,Wallet,Completed,63.143751487841335,0,467
